,text,party_size_number,spatial_relation,facility,timeRange,sort,country,party_size_description,restaurant_type,restaurant_name,cuisine,served_dish,state,poi,city
1319,book for my girlfriend and I for truffade at a gastropub in West Virginia,,,,,,,my girlfriend and I,gastropub,,,truffade,West Virginia,,
1320,I need a table for six pm for me and my step daughter at Cafe Rouge,,,,six pm,,,me and my step daughter,,Cafe Rouge,,,,,
1321,Book a restaurant for 7 people.,7,,,,,,,restaurant,,,,,,
1322,Book a table for nine people in NJ .,nine,,,,,,,,,,,NJ,,
1323,"In Apr. , I'd like to eat at a pub  Manack  Montana with 4 people",4,,,Apr.,,,,pub,,,,Montana,,Manack
1324,Book a tavern in Rhode Island that serves saucisse .,,,,,,,,tavern,,,saucisse,Rhode Island,,
1325,On 10/14/2026 I have two people to eat at Coney Island Hot Dog Stand,two,,,10/14/2026,,,,,Coney Island Hot Dog Stand,,,,,
1326,I want to book a restaurant for nine with wifi,nine,,wifi,,,,,restaurant,,,,,,
1327,I want to book a close  restaurant in SC for seven,seven,close,,,,,,restaurant,,,,SC,,
1328,I need a reservation for four at a restaurant,four,,,,,,,restaurant,,,,,,
1329,I need a reservation for four minutes from now for 3 people in the Falkland Islands,3,,,four minutes from now,,Falkland Islands,,,,,,,,
1330,Book a restaurant in Delhi  Arkansas for three people.,three,,,,,,,restaurant,,,,Arkansas,,Delhi
1331,I need a dinner reservation in three months for a restaurant in Hills and Dales .,,,,in three months,,,,restaurant,,,,,,Hills and Dales
1332,Find a table at a bar for milagros and I in Mount Pocono,,,,,,,milagros and I,bar,,,,,,Mount Pocono
1333,"Book something for my girlfriend and I at a food truck that has pizzas in Brookwood on October fifteenth, 2020",,,,"October fifteenth, 2020",,,my girlfriend and I,food truck,,,pizzas,,,Brookwood
1334,"renee sanders, marlene and jewel want to go to a gastropub in the spa",,,spa,,,,"renee sanders, marlene and jewel",gastropub,,,,,,
1335,Make me a reservation at a delicatessen that serves tofy for a party of four in AZ,four,,,,,,,delicatessen,,,tofy,AZ,,
1336,Need a table within the same area as Beach 105th St for a party of 6 ,6,within the same area,,,,,,,,,,,Beach 105th St,
1337,"on April the twenty-seventh, 2022 , I'd like to make reservations at a spanish  diner .",,,,"April the twenty-seventh, 2022",,,,diner,,spanish,,,,
1338,book a spot in Netherlands Antilles,,,,,,Netherlands Antilles,,,,,,,,
1339,book a food truck for greek food for 7,7,,,,,,,food truck,,greek,,,,
1340,"me and terrie need a table at a bar in Hypoluxo , UT",,,,,,,me and terrie,bar,,,,UT,,Hypoluxo
1341,I want to find parking next to a restaurant for 10,10,,parking,,,,,restaurant,,,,,,
1342,I need to book a table for three at a restaurant in South Sudan ,three,,,,,South Sudan,,restaurant,,,,,,
1343,I need a reservation for a brasserie place for a party of two,two,,,,,,,brasserie,,,,,,
1344,Book a table at a cuban  pub for 5 pm for a party of 7 in Virginia .,7,,,5 pm,,,,pub,,cuban,,Virginia,,
1345,I'd like to visit a pizzeria with a pool at fourteen o'clock .,,,pool,fourteen o'clock,,,,pizzeria,,,,,,
1346,I want to book a restaurant for eight in Harding .,eight,,,,,,,restaurant,,,,,,Harding
1347,book four people at a Madagascar  bar,four,,,,,Madagascar,,bar,,,,,,
1348,Make a reservation for 8 at a diner that serves haystack,8,,,,,,,diner,,,haystack,,,
1349,I'd like to eat within the same area of Lawrence St for a party of one,one,within the same area,,,,,,,,,,,Lawrence St,
1350,table for 4 in Sparks,4,,,,,,,,,,,,,Sparks
1351,book in Vermont at The Maisonette,,,,,,,,,The Maisonette,,,Vermont,,
1352,Where is Chips in Crouch,,,,,,,,,Chips,,,,,Crouch
1353,reserve a smoking room at the restaurant,,,smoking room,,,,,restaurant,,,,,,
1354,Book a table for four around midnight in Saint Pierre and Miquelon .,four,,,midnight,,Saint Pierre and Miquelon,,,,,,,,
1355,Book the Great House at Sonning  distant from Gun Hill Rd .,,distant,,,,,,,Great House at Sonning,,,,Gun Hill Rd,
1356,I need to book the best  food court in within the same area as OK that serves persian food for my ex husband and I,,within the same area,,,best,,my ex husband and I,food court,,persian,,OK,,
1357,Book a restaurant  in one minute for five people in Canal Fulton .,five,,,in one minute,,,,restaurant,,,,,,Canal Fulton
1358,I want to book seats for 2 at churrascaria using the internet,2,,internet,,,,,churrascaria,,,,,,
1359,book a joint for Feb. the seventh in Oklahoma  within walking distance for six that is highly rated,six,within walking distance,,Feb. the seventh,highly rated,,,joint,,,,Oklahoma,,
1360,Make a reservation for 7 people at a gastropub on Isle of Man .,7,,,,,Isle of Man,,gastropub,,,,,,
1361,Book a brasserie for me and my team at four am,,,,four am,,,me and my team,brasserie,,,,,,
1362,Book reservations at a tea house with esperanza and tommie  now,,,,now,,,esperanza and tommie,tea house,,,,,,
1363,book a bar in San Marino for five,five,,,,,San Marino,,bar,,,,,,
1364,I need a table in West Virginia for me and my baby at Jacob Wirth Restaurant,,,,,,,me and my baby,,Jacob Wirth Restaurant,,,West Virginia,,
1365,"Reserve a table for nine people at a caribbean  restaurant in White Creek , Utah .",nine,,,,,,,restaurant,,caribbean,,Utah,,White Creek
1366,book a restaurant for five in karnataka,five,,,,,,,restaurant,,karnataka,,,,
1367,in a week make a reservation for a table of 7 in District Of Columbia,7,,,in a week,,,,,,,,District Of Columbia,,
1368,book me a restaurant,,,,,,,,restaurant,,,,,,
1369,I want to book a table for a party of 4 at a taverna  next spring .,4,,,next spring,,,,taverna,,,,,,
1370,need a table at a highly rated  restaurant  within walking distance from downtown for luisa and I,,within walking distance,,,highly rated,,luisa and I,restaurant,,,,,downtown,
1371,book a southeastern brazilian cusinie pub,,,,,,,,pub,,southeastern brazilian,,,,
1372,Book the Atomic Cafe for ten people.,ten,,,,,,,,Atomic Cafe,,,,,
1373,Book a restaurant in FL in the city of Lochearn for my step son and I,,,,,,,my step son and I,restaurant,,,,FL,,Lochearn
1374,"Book a pub for two on jan. first, 2037 .",two,,,"jan. first, 2037",,,,pub,,,,,,
1375,restaurant named The Palm in Tennyson  MI,,,,,,,,restaurant,The Palm,,,MI,,Tennyson
1376,I need a table for four at ten PM . in Dodge Park,four,,,ten PM,,,,,,,,,,Dodge Park
1377,Book me a table at the highly rated  cafeteria in Federated States Of Micronesia,,,,,highly rated,,,cafeteria,,,,Federated States Of Micronesia,,
1378,Book a table at the Montreal Pool Room in North Carolina for 7 AM,,,,7 AM,,,,,Montreal Pool Room,,,North Carolina,,
1379,Book something at a highly rated and distant  cafe in Kazakhstan for two on April 21,two,distant,,April 21,highly rated,Kazakhstan,,cafe,,,,,,
1380,I'd like to book a restaurant that serves pÃ´chouse in Rocksprings .,,,,,,,,restaurant,,,pÃ´chouse,,,Rocksprings
1381,Please make reservations for me and my roommate somewhere in Bouvet Island,,,,,,Bouvet Island,me and my roommate,,,,,,,
1382,Book me a table at a romanian  brasserie in Rixford,,,,,,,,brasserie,,romanian,,,,Rixford
1383,book me a bar that has chicken fried bacon in Vermont,,,,,,,,bar,,,chicken fried bacon,Vermont,,
1384,"I need to book a table at a bar in Micronesia for tia, madeline and estela",,,,,,Micronesia,"tia, madeline and estela",bar,,,,,,
1385,Please make reservations in Yeager for seven am at a highly rated  indian  brasserie,,,,seven am,highly rated,,,brasserie,,indian,,,,Yeager
1386,me and my father in law want go eat gratin at a restaurant,,,,,,,me and my father in law,restaurant,,,gratin,,,
1387,book a manadonese  restaurant for two,two,,,,,,,restaurant,,manadonese,,,,
1388,book a table for 3 in Macao,3,,,,,Macao,,,,,,,,
1389,"I'm looking to bring shawn, marguerite and della to a place to eat at near  Rwanda .",,near,,,,Rwanda,"shawn, marguerite and della",,,,,,,
1390,book a spot at a tsipouro  restaurant in Connecticut,,,,,,,,restaurant,,tsipouro,,Connecticut,,
1391,Book a reservation for 9 people at a roman  pizzeria,9,,,,,,,pizzeria,,roman,,,,
1392,I'd like to eat at a popular  brasserie in Chile with a party of 5,5,,,,popular,Chile,,brasserie,,,,,,
1393,I need a reservation for Little Grill Collective for supper with eight people,eight,,,supper,,,,,Little Grill Collective,,,,,
1394,"I want to eat a a brasserie that serves muffuletta , where can I get a reservation?",,,,,,,,brasserie,,,muffuletta,,,
1395,"Book a table for six at The Cherry Street Tavern for January sixteenth, 2024",six,,,"January sixteenth, 2024",,,,,The Cherry Street Tavern,,,,,
1396,get me a reservation at a brasserie that serves jain in Pinto,,,,,,,,brasserie,,jain,,,,Pinto
1397,Find a table at a joint with northern brazilian food in GA,,,,,,,,joint,,northern brazilian,,GA,,
1398,Book an outdoor  restaurant .,,,outdoor,,,,,restaurant,,,,,,
1399,I'd like to eat at the best  southeastern brazilian  restaurant with five people,five,,,,best,,,restaurant,,southeastern brazilian,,,,
1400,table for 1 please,1,,,,,,,,,,,,,
1401,Book a restaurant in Geddes on march the twenty-seventh for me and my husband,,,,march the twenty-seventh,,,me and my husband,restaurant,,,,,,Geddes
1402,I need a top-rated  pub in Friona,,,,,top-rated,,,pub,,,,,,Friona
1403,I would like reservations for Cliff House  in seven months for six people.,six,,,in seven months,,,,,Cliff House,,,,,
1404,Reserve a table at a top-rated  restaurant for dinner in twelve hours .,,,,in twelve hours,top-rated,,,restaurant,,,,,,
1405,BOok a table for me and georgina at a pub in a spa,,,spa,,,,me and georgina,pub,,,,,,
1406,table for 6 at a bar,6,,,,,,,bar,,,,,,
1407,I want to book a pizza  restaurant  close to Astor Place for nine at 3 am,nine,close,,3 am,,,,restaurant,,,pizza,,Astor Place,
1408,I need reservations at a restaurant at 20 o'clock in FM,,,,20 o'clock,,,,restaurant,,,,FM,,
1409,I need a reservation for a joint in AZ for 3,3,,,,,,,joint,,,,AZ,,
1410,book a spot for my kids and I at a restaurant with frybread,,,,,,,my kids and I,restaurant,,,frybread,,,
1411,Need to book a restaurant in PA in the city of Old Orchard Beach,,,,,,,,restaurant,,,,PA,,Old Orchard Beach
1412,Find a reservation in Deweese for my sister and I,,,,,,,my sister and I,,,,,,,Deweese
1413,I'd like a restaurant on 6/1/2027 for 5 people in Iowa City,5,,,6/1/2027,,,,restaurant,,,,,,Iowa City
1414,book a table near  Bienville for Pioneer Day,,near,,Pioneer Day,,,,,,,,,,Bienville
1415,I need a table at the close  restaurant for my niece and I at the Brooklyn Bridge-City Hall .,,close,,,,,my niece and I,restaurant,,,,,Brooklyn Bridge-City Hall,
1416,book a restaurant for 7 in MN,7,,,,,,,restaurant,,,,MN,,
1417,"I'd like to book a brasserie in Virginia City , GA .",,,,,,,,brasserie,,,,GA,,Virginia City
1418,book a spot at a restaurant  within walking distance of Palau,,within walking distance,,,,,,restaurant,,,,Palau,,
1419,I would like reservations for Giodi's in Piper  AZ .,,,,,,,,,,,,AZ,,Piper
1420,Book me a table for a party of eight in Germany .,eight,,,,,Germany,,,,,,,,
1421,book a table for me and savannah in Lauderdale Lakes,,,,,,,me and savannah,,,,,,,Lauderdale Lakes
1422,Book a highly rated  fast food restaurant in Falmouth .,,,,,highly rated,,,fast food restaurant,,,,,,Falmouth
1423,book a spot for two at a churrascaria that sells cupcake in Lumpkin  Indiana  now,two,,,now,,,,churrascaria,,,cupcake,Indiana,,Lumpkin
1424,Book me seats for 6 at the best  brasserie that serves marche  neighboring  my hostel,6,neighboring,,,best,,,brasserie,,marche,,,my hostel,
1425,Book reservations at a north indian  bar for 4 people,4,,,,,,,bar,,north indian,,,,
1426,book me a restaurant that is close for four people in Enid,four,close,,,,,,restaurant,,,,,,Enid
1427,book a restaurant in Montverde in Marshall Islands,,,,,,,,restaurant,,,,Marshall Islands,,Montverde
1428,Get me a table for 5 at a restaurant which serves south tyrolean .,5,,,,,,,restaurant,,south tyrolean,,,,
1429,Make me a reservation in Colorado at nine am at National Cash Register Building,,,,nine am,,,,,National Cash Register Building,,,Colorado,,
1430,Book me a restaurant in Cyprus at a pub,,,,,,Cyprus,,pub,,,,,,
1431,Book the Last Exit on Brooklyn  5 hours from now for one person.,one,,,5 hours from now,,,,,Last Exit on Brooklyn,,,,,
1432,I'd like to eat at the Original Spanish Kitchen in North Carolina,,,,,,,,,Original Spanish Kitchen,,,North Carolina,,
1433,"Book the best  cafe on Jan. 18th, 2035 .",,,,"Jan. 18th, 2035",best,,,cafe,,,,,,
1434,I need a table for 4 in Pelland,4,,,,,,,,,,,,,Pelland
1435,I want to book a tea house for 4 that serves madeleine,4,,,,,,,tea house,,,madeleine,,,
1436,Book The Electric Banana in Ewen for crystal and brittney .,,,,,,,crystal and brittney,,The Electric Banana,,,,,Ewen
1437,I want a table for five at a restaurant with latin food in Arkansas for 1 hour from now,five,,,1 hour from now,,,,restaurant,,latin,,Arkansas,,
1438,"book a table for 10 at The Dome, Edinburgh",10,,,,,,,,"The Dome, Edinburgh",,,,,
1439,"Coon Chicken Inn  restaurant for 1 am for me, clarice and debbie",,,,1 am,,,"me, clarice and debbie",restaurant,Coon Chicken Inn,,,,,
1440,book a table for seven during our Thailand trip that is within walking distance of our hotel.,seven,within walking distance,,,,Thailand,,,,,,,,
1441,Please book a restaurant for nine members on august 25 in DC,nine,,,august 25,,,,restaurant,,,,DC,,
1442,Book a restaurant at sixteen o'clock in SC,,,,sixteen o'clock,,,,restaurant,,,,SC,,
1443,book a pub for helen and miriam in nine years from now,,,,nine years from now,,,helen and miriam,pub,,,,,,
1444,I need a reservation for Cashel Palace Hotel in California for a party of 9,9,,,,,,,,Cashel Palace Hotel,,,California,,
1445,I'd like to eat with a party of 8 in Hitchita  OR,8,,,,,,,,,,,OR,,Hitchita
1446,book a table for my step father and I,,,,,,,my step father and I,,,,,,,
1447,I'd like a table for 6 at a restaurant in Denmark at 22,6,,,22,,Denmark,,restaurant,,,,,,
1448,book a bistro for 4 at sunset,4,,,sunset,,,,bistro,,,,,,
1449,I need a reservation at The One Eighty for elsa and wendy in Muscle Shoals .,,,,,,,elsa and wendy,,The One Eighty,,,,,Muscle Shoals
1450,book a brasserie for one,one,,,,,,,brasserie,,,,,,
1451,"I would like to book at a pub on mar. 8, 2020 that is close to Broadway-Lafayette St for my daughters and I .",,close,,"mar. 8, 2020",,,my daughters and I,pub,,,,,Broadway-Lafayette St,
1452,"I need a top-rated  gastropub for 5 in DC in Conshohocken on Jul. the 18th, 2024",5,,,"Jul. the 18th, 2024",top-rated,,,gastropub,,,,DC,,Conshohocken
1453,book a table in Fleetwood at a nearby deli,,nearby,,,,,,,,,,,Fleetwood,
1454,book in Southern Shores for 8 at Ariston Cafe,8,,,,,,,,Ariston Cafe,,,,,Southern Shores
1455,Book a table at the WWE The World in South Korea .,,,,,,South Korea,,,WWE The World,,,,,
1456,Book table on the 23 in Illinois at the Maison Parthenais-Perrault II .,,,,23,,,,,Maison Parthenais-Perrault II,,,Illinois,,
1457,Book a reservation for eight people in North Dakota,eight,,,,,,,,,,,North Dakota,,
1458,book for 3 in U.S. Virgin Islands,3,,,,,U.S. Virgin Islands,,,,,,,,
1459,"hannah lewis and chelsea want to go to a cafe in Botswana on Apr. the seventeenth, 2024",,,,"Apr. the seventeenth, 2024",,Botswana,hannah lewis and chelsea,cafe,,,,,,
1460,"book a latin cuisine pub for 2 on September the 13th, 2037 in Kazakhstan",2,,,"September the 13th, 2037",,Kazakhstan,,pub,,latin,,,,
1461,"I want to bring antoinette, christine and caitlin to get bread at a restaurant in faraway  Connecticut",,faraway,,,,,"antoinette, christine and caitlin",restaurant,,,bread,Connecticut,,
1462,Book the tea house on North River,,,,,,,,tea house,,,,,,North River
1463,I want to eat at a food truck  this week with my colleague and I,,,,this week,,,my colleague and I,food truck,,,,,,
1464,I need a table for 9,9,,,,,,,,,,,,,
1465,Book a table for 10 people on bunker hill day at a food court which serves spÃ¤tzle in Monaco,10,,,bunker hill day,,Monaco,,food court,,,spÃ¤tzle,,,
1466,Book a reservation for restaurant in Texas,,,,,,,,restaurant,,,,Texas,,
1467,I want a table for four at a place in California,four,,,,,,,,,,,California,,
1468,book a spot for 3 at the pizza place,3,,,,,,,,,,pizza,,,
1469,book a spot for 6 at a tea house in Tokelau,6,,,,,Tokelau,,tea house,,,,,,
1470,"Book a restaurant with a pool with alta, deborah and bertha in IA .",,,pool,,,,"alta, deborah and bertha",restaurant,,,,IA,,
1471,Book a restaurant for one in AL .,one,,,,,,,restaurant,,,,AL,,
1472,Book a table for 2 at the Seward Community Cafe  within the same area in Shabbona,2,within the same area,,,,,,,Seward Community Cafe,,,,,Shabbona
1473,Book a table at a bar in Cambodia that serves cheese fries .,,,,,,Cambodia,,bar,,,cheese fries,,,
1474,I want a table for 4 in Florida,4,,,,,,,,,,,Florida,,
