,text,spatial_relation,timeRange,movie_name,object_type,object_location_type,movie_type,location_name
1374,Can you give me the movie schedule for Amco Entertainment ?,,,,movie schedule,,,Amco Entertainment
1375,What time is The Corner playing,,,The Corner,,,,
1376,"During tea time, what animated movies will be screening at the closest  movie house ?",closest,tea,,,movie house,animated movies,
1377,Where can I see Young Goethe in Love ?,,,Young Goethe in Love,,,,
1378,Find movie schedules .,,,,movie schedules,,,
1379,find Chained Heat,,,Chained Heat,,,,
1380,What time is The Secretary playing at the movie theatre ?,,,The Secretary,,movie theatre,,
1381,what time is Dark World showing at Consolidated Theatres,,,Dark World,,,,Consolidated Theatres
1382,What is the nearest  movie house playing George Washington Slept Here,nearest,,George Washington Slept Here,,movie house,,
1383,Which animated movies are being screened at Marcus Corporation ?,,,,,,animated movies,Marcus Corporation
1384,What are the showtimes for Boy of Mine,,,Boy of Mine,,,,
1385,what time is The Eddy Duchin Story playing,,,The Eddy Duchin Story,,,,
1386,Show me the closest  movie house playing An Unfinished Life at eight pm .,closest,eight pm,An Unfinished Life,,movie house,,
1387,can I get the showings for films at the nearest  cinema  in 1 minute ,nearest,in 1 minute,,,cinema,films,
1388,What are the showtimes for Beware! The Blob at Plitt Theatres ?,,,Beware! The Blob,,,,Plitt Theatres
1389,What are the movie times for the Caribbean Cinemas ?,,,,movie times,,,Caribbean Cinemas
1390,Give me the showtimes for Sign of the Anchor .,,,Sign of the Anchor,,,,
1391,Where is The Man with a Cross playing,,,The Man with a Cross,,,,
1392,Find the schedule for Salt of the Black Earth at the closest  movie house .,closest,,Salt of the Black Earth,schedule,movie house,,
1393,When will The Boys Next Door be playing at the nearest  movie house,nearest,,The Boys Next Door,,movie house,,
1394,is Tarzan of the Apes playing at Cobb Theatres,,,Tarzan of the Apes,,,,Cobb Theatres
1395,I want to watch Looney Tunes Platinum Collection: Volume 1 at a movie theatre,,,Looney Tunes Platinum Collection: Volume 1,,movie theatre,,
1396,Show me Dombey and Son  movies .,,,Dombey and Son,,,movies,
1397,What are the movie schedules for animated movies  close by,close by,,,movie schedules,,animated movies,
1398,Can I get the showtimes for films at the closest  movie house .,closest,,,,movie house,films,
1399,tell me the movie schedule,,,,movie schedule,,,
1400,what's the nearest  cinema showing The Death of Stalinism in Bohemia  1 second from now,nearest,1 second from now,The Death of Stalinism in Bohemia,,cinema,,
1401,I want to know what movies are showing at the nearest  movie house .,nearest,,,,movie house,movies,
1402,Find the schedule for The Nightmare  six hours from now at the nearest  cinema .,nearest,six hours from now,The Nightmare,schedule,cinema,,
1403,find The Bride,,,The Bride,,,,
1404,find movie schedules,,,,movie schedules,,,
1405,Where is Priorities on Parade playing,,,Priorities on Parade,,,,
1406,What Howards End  cinema is near?,,,Howards End,,cinema,,
1407,find the closest  films at a movie house,closest,,,,movie house,films,
1408,What time is Summer School playing?,,,Summer School,,,,
1409,Find the movie schedules for films  in the area .,in the area,,,movie schedules,,films,
1410,show movie times at Cinemark Theatres,,,,movie times,,,Cinemark Theatres
1411,Can you let me know where I can watch The Nest ?,,,The Nest,,,,
1412,Tell me the movie schedules for Mann Theatres,,,,movie schedules,,,Mann Theatres
1413,Find the schedule for films at the closest  movie house .,closest,,,schedule,movie house,films,
1414,I'd like to watch movies at KB Theatres,,,,,,movies,KB Theatres
1415,Where is the nearest  movie theatre that is playing Honeysuckle Rose,nearest,,Honeysuckle Rose,,movie theatre,,
1416,Give me a list of movie times for films  in the area .,in the area,,,movie times,,films,
1417,What time is Showcase Cinemas playing Straight Is the Way,,,Straight Is the Way,,,,Showcase Cinemas
1418,show me the schedule of movie Shadow of a Woman,,,Shadow of a Woman,schedule,,,
1419,What time is The Mailman playing,,,The Mailman,,,,
1420,what is the movie schedules for movies  in the area ,in the area,,,movie schedules,,movies,
1421,What time is Soul Surfer playing,,,Soul Surfer,,,,
1422,find the closest  movie theatre for films,closest,,,,movie theatre,films,
1423,find The Swindlers at the closest  movie house,closest,,The Swindlers,,movie house,,
1424,Find movie times .,,,,movie times,,,
1425,When is Janeane from Des Moines playing at the nearest  movie theatre ?,nearest,,Janeane from Des Moines,,movie theatre,,
1426,Is this film going to be at Malco Theatres ?,,,,,,film,Malco Theatres
1427,what's the closest  cinema showing animated movies,closest,,,,cinema,animated movies,
1428,show me movie times at my local theater.,,,,movie times,,,
1429,What is the nearest  cinema playing Patiala House,nearest,,Patiala House,,cinema,,
1430,What is the Wanda Group  movie schedules ,,,,movie schedules,,,Wanda Group
1431,is One Night Surprise at the cinema,,,One Night Surprise,,cinema,,
1432,What time does Kraken: Tentacles of the Deep play,,,Kraken: Tentacles of the Deep,,,,
1433,Where is the closest  cinema that features animated movies,closest,,,,cinema,animated movies,
1434,I'd like to watch The Holy Office at Cooper Foundation,,,The Holy Office,,,,Cooper Foundation
1435,what are the movietimes for films  in the neighbourhood,in the neighbourhood,,,,,films,
1436,what film to see at ArcLight Hollywood,,,,,,film,ArcLight Hollywood
1437,Which films are playing at Consolidated Theatres ?,,,,,,films,Consolidated Theatres
1438,Is The Mystical Adventures of Billy Owens playing at the closest  movie house,closest,,The Mystical Adventures of Billy Owens,,movie house,,
1439,"I'd like to watch movies  around here , can I see the movie schedules",around here,,,movie schedules,,movies,
1440,What are the movie schedules for movies showing in the neighbourhood ?,in the neighbourhood,,,movie schedules,,movies,
1441,Find a movie schedule for 12 hours from now .,,12 hours from now,,movie schedule,,,
1442,Find movie times for films  in the area .,in the area,,,movie times,,films,
1443,Which cinema is showing A Dedicated Life starting at eleven PM,,eleven PM,A Dedicated Life,,cinema,,
1444,What's today's movie schedule,,,,movie schedule,,,
1445,Find movie schedules .,,,,movie schedules,,,
1446,Find movie schedules for movies  around here at nineteen o'clock .,around here,nineteen o'clock,,movie schedules,,movies,
1447,Give me the local movie times .,,,,movie times,,,
1448,movie schedule at Cinemark Theatres,,,,movie schedule,,,Cinemark Theatres
1449,show me movie times for Southern Theatres,,,,movie times,,,Southern Theatres
1450,What films are playing now at the General Cinema Corporation,,now,,,,films,General Cinema Corporation
1451,Can I get showtimes for films  in the neighborhood .,in the neighborhood,,,,,films,
1452,Find the schedule for Rare Birds at the nearest  movie theatre at Noon .,nearest,Noon,Rare Birds,schedule,movie theatre,,
1453,What movies are playing at Mann Theatres,,,,,,movies,Mann Theatres
1454,what time is The Challenge showing at the local movie house,,,The Challenge,,movie house,,
1455,Find movie schedules for nearby  films .,nearby,,,movie schedules,,films,
1456,show movie schedule  in the neighbourhood  films at five hours from now,in the neighbourhood,five hours from now,,movie schedule,,films,
1457,What is the movie schedule for General Cinema Corporation ?,,,,movie schedule,,,General Cinema Corporation
1458,find a nearby  movie schedules for movies,nearby,,,movie schedules,,movies,
1459,Show me movie times at Harkins Theatres .,,,,movie times,,,Harkins Theatres
1460,show nearest  movie theatre to watch Black Jesus,nearest,,Black Jesus,,movie theatre,,
1461,What movies are playing at AMC Theatres ?,,,,,,movies,AMC Theatres
1462,When is That Forward Center Died at Dawn playing at the closest  cinema ?,closest,,That Forward Center Died at Dawn,,cinema,,
1463,Please give me the movie schedule for Pacific Theatres,,,,movie schedule,,,Pacific Theatres
1464,Show me movie schedule for animated movie  around here at eleven a.m.,around here,eleven a.m.,,movie schedule,,animated movie,
1465,Please give me information on when Prisoner of Zenda will be shown.,,,Prisoner of Zenda,,,,
1466,find Mysterious Castles of Clay,,,Mysterious Castles of Clay,,,,
1467,Show the movie schedule and movies  around here,around here,,,movie schedule,,movies,
1468,Where is the closest  movie theatre that is playing movies  now,closest,now,,,movie theatre,movies,
1469,Whens the next showing of The Game of Their Lives,,,The Game of Their Lives,,,,
1470,what's the closest  movie house showing The Hard Way,closest,,The Hard Way,,movie house,,
1471,What cinema is playing Great Guy ,,,Great Guy,,cinema,,
1472,Find movie times for close by  films .,close by,,,movie times,,films,
1473,Where is My Dearest Enemy playing,,,My Dearest Enemy,,,,
1474,Find the schedule for Without Witness  twenty two hours from now .,,twenty two hours from now,Without Witness,schedule,,,
1475,movie schedules for Neighborhood Cinema Group,,,,movie schedules,,,Neighborhood Cinema Group
1476,What is the movie times for General Cinema Corporation,,,,movie times,,,General Cinema Corporation
1477,What Are the showings for The Natural History of Parking Lots  movie house,,,The Natural History of Parking Lots,,movie house,,
1478,What is the movie schedule at Cineplex Odeon Corporation  12 hours from now,,12 hours from now,,movie schedule,,,Cineplex Odeon Corporation
1479,where is The Country Bears playing,,,The Country Bears,,,,
1480,is Ce cher intrus at IMAX Corporation,,,Ce cher intrus,,,,IMAX Corporation
1481,What time is Trouble Every Day playing,,,Trouble Every Day,,,,
1482,What are the movie times ?,,,,movie times,,,
1483,I want to see Dead Calm at the closest  cinema,closest,,Dead Calm,,cinema,,
1484,What time is the closet cinema playing movies the closest,closest,,,,cinema,movies,
1485,What time is Thick as Thieves playing at Santikos Theatres ?,,,Thick as Thieves,,,,Santikos Theatres
1486,When is Harassed being played at Plitt Theatres ?,,,Harassed,,,,Plitt Theatres
1487,What animated movies are playing at IMAX Corporation,,,,,,animated movies,IMAX Corporation
1488,Where can I get movie schedule,,,,movie schedule,,,
1489,When can I go see The Untold Story ?,,,The Untold Story,,,,
1490,Find me the showtimes for Until Death at the nearest  movie house .,nearest,,Until Death,,movie house,,
1491,What is the AMC Theaters  movie schedule ?,,,,movie schedule,,,AMC Theaters
1492,When is The Sea of Grass playing at the movie theatre,,,The Sea of Grass,,movie theatre,,
1493,Can i get the movie schedule for Megaplex Theatres .,,,,movie schedule,,,Megaplex Theatres
1494,What films are showing at three o'clock at the Neighborhood Cinema Group ?,,three o'clock,,,,films,Neighborhood Cinema Group
1495,in the neighborhood find movie times for movies,in the neighborhood,,,movie times,,movies,
1496,Find the schedule for Wenn Lucy springt  now at a movie theatre .,,now,Wenn Lucy springt,schedule,movie theatre,,
1497,Are there any films  around here,around here,,,,,films,
1498,Is Jack the Ripper playing in one hour at the nearest  movie house ?,nearest,in one hour,Jack the Ripper,,movie house,,
1499,when can i see We and Our Mountains,,,We and Our Mountains,,,,
1500,i want to watch The Shamrock Handicap right now,,now,The Shamrock Handicap,,,,
1501,Is Cradle Robbers playing at the nearest  movie theatre,nearest,,Cradle Robbers,,movie theatre,,
1502,What is the movie schedule for the movies that are playing nearby ?,nearby,,,movie schedule,,movies,
1503,"find Good Night, and Good Luck at a Cinemark Theatres",,,"Good Night, and Good Luck",,,,Cinemark Theatres
1504,Find the movie schedule for animated movies  in the area .,in the area,,,movie schedule,,animated movies,
1505,Can you pull up a movie schedule for me?,,,,movie schedule,,,
1506,What is the movie schedule for animated movies  in the area,in the area,,,movie schedule,,animated movies,
1507,whats the movie schedule for movies  nearby,nearby,,,movie schedule,,movies,
1508,I'd like to know when I can see The Taking of Flight 847: The Uli Derickson Story at Amco Entertainment .,,,The Taking of Flight 847: The Uli Derickson Story,,,,Amco Entertainment
1509,What movies are playing at Southern Theatres,,,,,,movies,Southern Theatres
1510,What films are going to be playing at Harkins Theatres at zero a.m. ?,,zero a.m.,,,,films,Harkins Theatres
1511,What are movie times for movies playing in the neighborhood ?,in the neighborhood,,,movie times,,movies,
1512,What time is Scream of Stone playing,,,Scream of Stone,,,,
1513,What are the movie times for movies premiering in the neighbourhood ,in the neighbourhood,,,movie times,,movies,
1514,Give me the showtime for Bobby Yeah playing at the cinema,,,Bobby Yeah,,cinema,,
1515,Find movie times .,,,,movie times,,,
1516,"find the nearest  movie house showing Good Morning, Babylon",nearest,,"Good Morning, Babylon",,movie house,,
1517,What animated movies are playing in thirteen hours at the closest  movie theatre,closest,in thirteen hours,,,movie theatre,animated movies,
1518,When is One Sunday Morning scheduled to be played?,,,One Sunday Morning,,,,
1519,find Cinemark Theatres with films,,,,,,films,Cinemark Theatres
1520,What time is Stranger in Town playing at the nearest  cinema ?,nearest,,Stranger in Town,,cinema,,
1521,I'd like to watch Nathan the Wise at the closest  movie house,closest,,Nathan the Wise,,movie house,,
1522,What time is Crawlspace playing at the Caribbean Cinemas,,,Crawlspace,,,,Caribbean Cinemas
1523,Find the movie schedule for 12:53 AM,,12:53 AM,,movie schedule,,,
1524,Find the movie schedule for movies  in the area .,in the area,,,movie schedule,,movies,
1525,Find me the movie schedule for ArcLight Hollywood,,,,movie schedule,,,ArcLight Hollywood
