,text,artist,entity_name,playlist_owner,playlist,music_item
1362,add this album by Bruce Dickinson onto top entrevistas  my playlist,Bruce Dickinson,,my,top entrevistas,album
1363,Add an artist to my playlist Domingo Indie,,,my,Domingo Indie,artist
1364,Add George Thorogood to el mejor rock en espaÃ±ol,George Thorogood,,,el mejor rock en espaÃ±ol,
1365,Add Sifow to my  Skatepark Punks playlist,Sifow,,my,Skatepark Punks,
1366,Add the name cry like a baby to my  a mis niÃ±os de 30 playlist,,cry like a baby,my,a mis niÃ±os de 30,
1367,Add no more sorrow to Ultra Metal,,no more sorrow,,Ultra Metal,
1368,add artist  rob dougan to electroNOW,rob dougan,,,electroNOW,artist
1369,add Fred Knoblock to my  lo-fi love playlist,Fred Knoblock,,my,lo-fi love,
1370,add album to bajo las estrellas,,,,bajo las estrellas,album
1371,add this album to my  just dance by aftercluv playlist,,,my,just dance by aftercluv,album
1372,Add lapponia to my  flamenco pa ti playlist.,,lapponia,my,flamenco pa ti,
1373,Add Ace Hood to the this is aretha franklin playlist.,Ace Hood,,,this is aretha franklin,
1374,Go to my  all out 00s and add brian wilson,brian wilson,,my,all out 00s,
1375,Add to my playlist house afterwork this tune,,,my,house afterwork,tune
1376,Add another song to the country playlist.,,,,country,song
1377,add Chris Walla to Trabajo Relax,Chris Walla,,,Trabajo Relax,
1378,Add the album to the fantasÃ­a playlist,,,,fantasÃ­a,album
1379,add Georgetown University Alma Mater to my  evening acoustic playlist,,Georgetown University Alma Mater,my,evening acoustic,
1380,Add robert nighthawk to Novedades Pop,robert nighthawk,,,Novedades Pop,
1381,add tune by Leonard Cohen to road trip,Leonard Cohen,,,road trip,tune
1382,Add this album to Trotamundos,,,,Trotamundos,album
1383,Place this tune in workout remix,,,,workout remix,tune
1384,add this song to cleaning,,,,cleaning,song
1385,Add the crabfish to my playlist called The Sleep Machine Rainforest,,the crabfish,my,The Sleep Machine Rainforest,
1386,Add this tune to The Refugee Playlist,,,,The Refugee Playlist,tune
1387,Add this artist to gretchen's  Soul Revived playlist,,,gretchen's,Soul Revived,artist
1388,add gabrial mcnair to my  Love In Paris list,gabrial mcnair,,my,Love In Paris,
1389,add this tune to my  Party Â¡Fiesta,,,my,Party Â¡Fiesta,tune
1390,Add como un tatuaje to my  hits of the 70s playlist,,como un tatuaje,my,hits of the 70s,
1391,Add nitti to my  family favorites playlist,nitti,,my,family favorites,
1392,I want to add Indestructible to my playlist a mis niÃ±os de 30,,Indestructible,my,a mis niÃ±os de 30,
1393,put this tune on my  Nothing But A Party R&B playlist,,,my,Nothing But A Party R&B,tune
1394,Add tune to my  Is It New Wave,,,my,Is It New Wave,tune
1395,add dwele to marguerite's  eurovision 2016 playlist,dwele,,marguerite's,eurovision 2016,
1396,please put the artist  Matt McKenna in my  This Is Shakira playlist,Matt McKenna,,my,This Is Shakira,artist
1397,Add a song to my playlist a peaceful rush hour,,,my,a peaceful rush hour,song
1398,add song in playlist Metal Monday,,,,Metal Monday,song
1399,add List of Rush instrumentals to This Is Lady Antebellum,,List of Rush instrumentals,,This Is Lady Antebellum,
1400,Can you put live in detroit on the playlist Peaceful Piano,,live in detroit,,Peaceful Piano,
1401,put artist  Serenata onto my  Massive Soca Hits list,Serenata,,my,Massive Soca Hits,artist
1402,The road trip playlist needs justin utley in it.,justin utley,,,road trip,
1403,add this album to tgif,,,,tgif,album
1404,Add inconfundible to the piano in the background playlist.,,inconfundible,,piano in the background,
1405,put artist  Emre Aydin on Happy Birthday playlist,Emre Aydin,,,Happy Birthday,artist
1406,Add julian taylor to my  latin dance cardio list,julian taylor,,my,latin dance cardio,
1407,add dimitri fampas 's song to my  focus now,dimitri fampas,,my,focus now,song
1408,add this artist to the playlist cool jazz,,,,cool jazz,artist
1409,Add daniel zueras to lush vibes,daniel zueras,,,lush vibes,
1410,Add this album to my  Adrenaline Workout .,,,my,Adrenaline Workout,album
1411,add tune to my playlist picnic in the park,,,my,picnic in the park,tune
1412,Add Joe McPhee to my  picnic in the park play list,Joe McPhee,,my,picnic in the park,
1413,Add another tune to my  verano playlist.,,,my,verano,tune
1414,The ultimate 90s needs avant que lâombre Ã  bercy in it.,,avant que lâombre Ã  bercy,,ultimate 90s,
1415,input this album onto my  All Things Post list,,,my,All Things Post,album
1416,Add this song to my  Indie Acoustic playlist,,,my,Indie Acoustic,song
1417,add the artist to my  indietronic playlist,,,my,indietronic,artist
1418,put jim fairchild onto spotlight spain 2016,jim fairchild,,,spotlight spain 2016,
1419,add robin trower to feminist friday playlist,robin trower,,,feminist friday,
1420,Can this song get added to lunchtime ?,,,,lunchtime,song
1421,Add shot forth self living to my  Folk Metal Warriors playlist.,,shot forth self living,my,Folk Metal Warriors,
1422,add Black Ribbons to the autumn playlis,,Black Ribbons,,autumn,
1423,add lil armstrong to my  Adrenaline Workout playlist,lil armstrong,,my,Adrenaline Workout,
1424,add Vicky Leandros to my  piano ballads playlist,Vicky Leandros,,my,piano ballads,
1425,I want to add michelle heaton to this is chopin,michelle heaton,,,this is chopin,
1426,Add Banana Republic to my  this is puccini playlist,,Banana Republic,my,this is puccini,
1427,please put Linzi Stoppard into my  sxsw fresh playlist,Linzi Stoppard,,my,sxsw fresh,
1428,add the track by josh kear to myra's playlist with the name highway 61,josh kear,,myra's,highway 61,track
1429,Put The Broken Wave on lo mÃ¡s dance,,The Broken Wave,,lo mÃ¡s dance,
1430,Add elastic love to This Is Stormzy,,elastic love,,This Is Stormzy,
1431,add track to my  global top 50 ,,,my,global top 50,track
1432,Add david cole to an instrumental sunday,david cole,,,an instrumental sunday,
1433,add an album in Guitar Hero Live Playlist,,,,Guitar Hero Live Playlist,album
1434,put Edwyn Collins onto my  Trabajo Relax playlist,Edwyn Collins,,my,Trabajo Relax,
1435,please add moon river to my  metalcore playlist,,moon river,my,metalcore,
1436,The workout playlist needs more chris cross,chris cross,,,workout,
1437,Add kylie minogue to my  novedades viernes sudamÃ©rica playlist.,kylie minogue,,my,novedades viernes sudamÃ©rica,
1438,Add some jim diamond to peace,jim diamond,,,peace,
1439,Add a song by Takahito Eguchi to my  guest list polygon playlist.,Takahito Eguchi,,my,guest list polygon,song
1440,Add this song to my  cleaning the house playlist,,,my,cleaning the house,song
1441,add eric johnson  song to my  The Refugee Playlist playlist,eric johnson,,my,The Refugee Playlist,song
1442,add Armen Movsessian to this is skepta playlist,Armen Movsessian,,,this is skepta,
1443,Put this artist on instrumental study playlist,,,,instrumental study,artist
1444,Add this tune to my  Bedroom Jams playlist,,,my,Bedroom Jams,tune
1445,Add this album to my  hot house playlist,,,my,hot house,album
1446,Add Showcase in a Suitcase to the chill out playlist.,,Showcase in a Suitcase,,chill out,
1447,Add Yma Sumac to this is animal collective,Yma Sumac,,,this is animal collective,
1448,Add an album to the DÃ­as de FrÃ­o playlist.,,,,DÃ­as de FrÃ­o,album
1449,add the tune by misato watanabe to the Trapeo playlist,misato watanabe,,,Trapeo,tune
1450,Please add carmel to my  lunchtime playlist.,carmel,,my,lunchtime,
1451,add this artist to my  this is miguel bosÃ© playlist,,,my,this is miguel bosÃ©,artist
1452,add licorice mckechnie to just dance by aftercluv,licorice mckechnie,,,just dance by aftercluv,
1453,napoleon xiv should be added to sharlene's playlist transatlantic lullaby,napoleon xiv,,sharlene's,transatlantic lullaby,
1454,Can you add danny carey to my  masters of metal playlist,danny carey,,my,masters of metal,
1455,add artist to my playlist i love my 80's rollerdisco,,,my,i love my 80's rollerdisco,artist
1456,Add this tune to my  Top 100 Rock Tracks on Spotify,,,my,Top 100 Rock Tracks on Spotify,tune
1457,add this song to my  this is kevin johansen,,,my,this is kevin johansen,song
1458,Estelle should be on my  spring playlist,Estelle,,my,spring,
1459,Put the frl menke  song in my  comedy top tracks,frl menke,,my,comedy top tracks,song
1460,I need to add another track to my  cleaning playlist.,,,my,cleaning,track
1461,Add this track to my  Love Hurts playlist,,,my,Love Hurts,track
1462,Add Ashley McIsaac to my  r&b party classics playlist,Ashley McIsaac,,my,r&b party classics,
1463,Put this Lidell Townsell  track on esenciales,Lidell Townsell,,,esenciales,track
1464,add Ian Stuart Donaldson to canadian country,Ian Stuart Donaldson,,,canadian country,
1465,Add Igor Talkow to my  Women of K-Pop list,Igor Talkow,,my,Women of K-Pop,
1466,"add this album to my playlist named CafÃ©, Libros",,,my,"CafÃ©, Libros",album
1467,Include Hermann Baumann in my  Texas Red Dirt list,Hermann Baumann,,my,Texas Red Dirt,
1468,add space cowboy to my  the funny thing about football is playlist,space cowboy,,my,the funny thing about football is,
1469,Put this artist onto the Chillin' on a Dirt Road playlist.,,,,Chillin' on a Dirt Road,artist
1470,Please add the singer Valery Kipelov to the Perfect Concentration list,Valery Kipelov,,,Perfect Concentration,
1471,put Hugh Masekela onto my  Music On Ibiza Guest List playlist,Hugh Masekela,,my,Music On Ibiza Guest List,
1472,Add the album to my  Heavy Gamer playlist.,,,my,Heavy Gamer,album
1473,Add a song to ultimate indie,,,,ultimate indie,song
1474,Add rev-raptor to 90s Indie,,rev-raptor,,90s Indie,
1475,add a song by Masayoshi Yamazaki to my  this is Los Fabulosos Cadillacs playlist,Masayoshi Yamazaki,,my,this is Los Fabulosos Cadillacs,song
1476,add keltech to my  70s road trip playlist,keltech,,my,70s road trip,
1477,I want to add Anna Semenovich to the dinner with friends playlist,Anna Semenovich,,,dinner with friends,
1478,Add bilal to winter,bilal,,,winter,
1479,move El Viaje de Copperpot into my  Emily Dickinson playlist,,El Viaje de Copperpot,my,Emily Dickinson,
1480,add songs tune in Reggae Infusions,,,,Reggae Infusions,tune
1481,add tune to African Heat,,,,African Heat,tune
1482,Add Rattus at the Roundhouse to my  funk playlist.,,Rattus at the Roundhouse,my,funk,
1483,add track by Monster Bobby to peace playlist,Monster Bobby,,,peace,track
1484,please put this tune into the All A Cappella playlist,,,,All A Cappella,tune
1485,Add Zos Kia Cultus to the This Is Philip Glass playlist.,,Zos Kia Cultus,,This Is Philip Glass,
1486,add Dying Mapa I to MÃ¡s Que Amigos,,Dying Mapa I,,MÃ¡s Que Amigos,
1487,put this track on Alok House Party playlist,,,,Alok House Party,track
1488,Add this track to my  Tropical Morning playlist,,,my,Tropical Morning,track
1489,my  tÃ© para tres needs Brave and Crazy added on.,,Brave and Crazy,my,tÃ© para tres,
1490,Add a song by Claude VonStroke to the under the surface playlist.,Claude VonStroke,,,under the surface,song
1491,Add tune to Bedroom Jams,,,,Bedroom Jams,tune
1492,Add exorcising ghosts to joy's  thrash attack playlist,,exorcising ghosts,joy's,thrash attack,
1493,"add Xenomania to operaciÃ³n bikini , please",Xenomania,,,operaciÃ³n bikini,
1494,add Curse  song to my playlist Guest List Engadget,Curse,,my,Guest List Engadget,song
1495,Can you put Musiri Subramania Iyer 's song onto the lo-fi love soundtrack?,Musiri Subramania Iyer,,,lo-fi love,song
1496,Add you put a move on my heart to the martin garrix show ,,you put a move on my heart,,the martin garrix show,
1497,add to my playlist Lazy Chill Afternoon  Nothing Can Stop Us,,Nothing Can Stop Us,my,Lazy Chill Afternoon,
1498,add Brian May to my  Reggae Infusions list,Brian May,,my,Reggae Infusions,
1499,I want 4813 added to my  Rhythm and Blues playlist,,4813,my,Rhythm and Blues,
1500,add this Rob Campanella  tune to psychedelic rock,Rob Campanella,,,psychedelic rock,tune
1501,Can you put this track onto classic jazz funk ?,,,,classic jazz funk,track
1502,I want these are the days added to my  spotlight spain 2016 playlist.,,these are the days,my,spotlight spain 2016,
1503,Add the patty patty sound to my  metal talks kreator playlist,,the patty patty sound,my,metal talks kreator,
1504,I want to add Black Ribbons to the i love my neo soul playlist,,Black Ribbons,,i love my neo soul,
1505,Add I Messed Up to Hit Rewind,,I Messed Up,,Hit Rewind,
1506,add rise of the infidels to my  bring back the 90s playlist,,rise of the infidels,my,bring back the 90s,
1507,Add song to Kids Workout,,,,Kids Workout,song
1508,I want to add this bon scott  song to my  Post-grunge list,bon scott,,my,Post-grunge,song
1509,add the artist  Todd Snider to my  Electro Latino playlist,Todd Snider,,my,Electro Latino,artist
1510,Add tune to Classical Intimate Dinner,,,,Classical Intimate Dinner,tune
1511,put this album on my  Wild Country playlist,,,my,Wild Country,album
1512,Can you put a song from tom jones on my  electronica & dance playlist,tom jones,,my,electronica & dance,song
1513,Add lisa m to my  guitar hero live playlist,lisa m,,my,guitar hero live playlist,
1514,put this Tripp Eisen  song on canta en la ducha,Tripp Eisen,,,canta en la ducha,song
1515,add this artist to romÃ¡ntica,,,,romÃ¡ntica,artist
1516,Want to add pacific ocean blues to the playlist named lunch,,pacific ocean blues,,lunch,
1517,add Desert Sessions to my  i love my 80's rollerdisco playlist,Desert Sessions,,my,i love my 80's rollerdisco,
1518,add Irish Heartbeat to my  Trapeo playlist,,Irish Heartbeat,my,Trapeo,
1519,Add artist to my  Texas Red Dirt playlist,,,my,Texas Red Dirt,artist
1520,Can you put freddie freeloader on the playlist instrumental madness,,freddie freeloader,,instrumental madness,
1521,add come on a cone to Power Walk playlist,,come on a cone,,Power Walk,
1522,Add this artist to my  grandes unplugged playlist,,,my,grandes unplugged,artist
1523,Put li yuchun 's album onto the kickass metal playlist.,li yuchun,,,kickass metal,album
1524,Add this album to jenifer's  mellow dinner playlist,,,jenifer's,mellow dinner,album
1525,add Joe Gibbs to my  The Bachelor Party playlist,Joe Gibbs,,my,The Bachelor Party,
1526,Add a tune to my  elrow Guest List,,,my,elrow Guest List,tune
1527,add peter banks to verano forever list,peter banks,,,verano forever,
1528,Add song to instrumental study,,,,instrumental study,song
1529,I'd like to put qriii onto songs to sing in the car .,,qriii,,songs to sing in the car,
1530,Put Pedro Navaja onto my  flamenco pa ti playlist.,,Pedro Navaja,my,flamenco pa ti,
1531,add thomas anders to my  crossroad blues,thomas anders,,my,crossroad blues,
1532,add zamiast burzy to Phunkadelic,,zamiast burzy,,Phunkadelic,
1533,I want to add a tune to my  spanish metalblood playlist,,,my,spanish metalblood,tune
1534,Add wastedagain to the wild & free workout playlist,,wastedagain,,wild & free workout,
1535,Add Tarkan to my  madrugando playlist,Tarkan,,my,madrugando,
1536,Add the trey gunn  tune to my  French N' Heavy playlist.,trey gunn,,my,French N' Heavy,tune
